Ensembl Gene ID	Associated Gene Name	RefSeq mRNA [e.g. NM_001195597]	RefSeq ncRNA [e.g. NR_002834]
ENSMUSG00000003420	Fcgrt	NM_010189	
ENSMUSG00000021273	Fdft1	NM_010191	
ENSMUSG00000043683	Fem1a	NM_010192	
ENSMUSG00000032244	Fem1b	NM_010193	
ENSMUSG00000053158	Fes	NM_010194	
ENSMUSG00000036585	Fgf1	NM_010197	
ENSMUSG00000031137	Fgf13	NM_010200	
ENSMUSG00000026526	Fh1	NM_010209	
ENSMUSG00000023092	Fhl1	NM_010211	
ENSMUSG00000008136	Fhl2	NM_010212	
ENSMUSG00000032643	Fhl3	NM_010213	
ENSMUSG00000019997	Ctgf	NM_010217	
ENSMUSG00000030357	Fkbp4	NM_010219	
ENSMUSG00000024222	Fkbp5	NM_010220	
ENSMUSG00000001555	Fkbp10	NM_010221	
ENSMUSG00000002732	Fkbp7	NM_010222	
ENSMUSG00000019428	Fkbp8	NM_010223	
ENSMUSG00000031328	Flna	NM_010227	
ENSMUSG00000029648	Flt1	NM_010228	
ENSMUSG00000026193	Fn1	NM_010233	
ENSMUSG00000009566	Fpgs	NM_010236	
ENSMUSG00000024661	Fth1	NM_010239	
ENSMUSG00000050708	Ftl1	NM_010240	
ENSMUSG00000031667	Aktip	NM_010241	
ENSMUSG00000070583	Fv1	NM_010244	
ENSMUSG00000022471	Xrcc6	NM_010247	
ENSMUSG00000020150	Gamt	NM_010255	
ENSMUSG00000022962	Gart	NM_010256	
ENSMUSG00000005836	Gata6	NM_010258	
ENSMUSG00000003380	Rabac1	NM_010261	
ENSMUSG00000027865	Gdap2	NM_010269	
ENSMUSG00000029918	Mrps33	NM_010270	
ENSMUSG00000025352	Gdf11	NM_010272	
ENSMUSG00000015291	Gdi1	NM_010273	
ENSMUSG00000028214	Gem	NM_010276	
ENSMUSG00000073987	Ggh	NM_010281	
ENSMUSG00000021302	Ggps1	NM_010282	
ENSMUSG00000055737	Ghr	NM_010284	
ENSMUSG00000031431	Tsc22d3	NM_010286	
ENSMUSG00000050953	Gja1	NM_010288	
ENSMUSG00000032350	Gclc	NM_010295	
ENSMUSG00000000594	Gm2a	NM_010299	
ENSMUSG00000034781	Gna11	NM_010301	
ENSMUSG00000000149	Gna12	NM_010302	
ENSMUSG00000020611	Gna13	NM_010303	
ENSMUSG00000057614	Gnai1	NM_010305	
ENSMUSG00000000001	Gnai3	NM_010306	
ENSMUSG00000031748	Gnao1	NM_010308	
ENSMUSG00000029713	Gnb2	NM_010312	
ENSMUSG00000068523	Gng5	NM_010318	
ENSMUSG00000031985	Gnpat	NM_010322	
ENSMUSG00000025190	Got1	NM_010324	
ENSMUSG00000031672	Got2	NM_010325	
ENSMUSG00000028583	Pdpn	NM_010329	
ENSMUSG00000096951	Pdpn	NM_010329	
ENSMUSG00000022561	Gpaa1	NM_010331	
ENSMUSG00000031616	Ednra	NM_010332	
ENSMUSG00000043895	S1pr2	NM_010333	
ENSMUSG00000031584	Gsr	NM_010344	
ENSMUSG00000020176	Grb10	NM_010345	
ENSMUSG00000054452	Aes	NM_010347	
ENSMUSG00000050107	Gsg2	NM_010353	
ENSMUSG00000032348	Gsta4	NM_010357	
ENSMUSG00000058135	Gstm1	NM_010358	
ENSMUSG00000004032	Gstm5	NM_010360	
ENSMUSG00000025068	Gsto1	NM_010362	
ENSMUSG00000021033	Gstz1	NM_010363	
ENSMUSG00000001524	Gtf2h4	NM_010364	
ENSMUSG00000060261	Gtf2i	NM_010365	
ENSMUSG00000045095	Magi1	NM_010367	
ENSMUSG00000025534	Gusb	NM_010368	
ENSMUSG00000073411	H2-D1	NM_010380	
ENSMUSG00000024309	Pfdn6	NM_010385	
ENSMUSG00000038193	Hand2	NM_010402	
ENSMUSG00000055609	Hba-x	NM_010405	
ENSMUSG00000024454	Hdac3	NM_010411	
ENSMUSG00000008855	Hdac5	NM_010412	
ENSMUSG00000029104	Htt	NM_010414	
ENSMUSG00000024486	Hbegf	NM_010415	
ENSMUSG00000030451	Herc2	NM_010418	
ENSMUSG00000025232	Hexa	NM_010421	
ENSMUSG00000021665	Hexb	NM_010422	
ENSMUSG00000040289	Hey1	NM_010423	
ENSMUSG00000006611	Hfe	NM_010424	
ENSMUSG00000021109	Hif1a	NM_010431	
ENSMUSG00000008730	Hipk1	NM_010432	
ENSMUSG00000061436	Hipk2	NM_010433	
ENSMUSG00000022702	Hira	NM_010435	
ENSMUSG00000049932	H2afx	NM_010436	
ENSMUSG00000015501	Hivep2	NM_010437	
ENSMUSG00000037012	Hk1	NM_010438	
ENSMUSG00000066551	Hmgb1	NM_010439	
ENSMUSG00000020232	Hmg20b	NM_010440	
ENSMUSG00000056758	Hmga2	NM_010441	
ENSMUSG00000005413	Hmox1	NM_010442	
ENSMUSG00000023034	Nr4a1	NM_010444	
ENSMUSG00000020358	Hnrnpab	NM_010448	
ENSMUSG00000028759	Hp1bp3	NM_010470	
ENSMUSG00000026159	Agfg1	NM_010472	
ENSMUSG00000038239	Hrc	NM_010473	
ENSMUSG00000026675	Hsd17b7	NM_010476	
ENSMUSG00000025980	Hspd1	NM_010477	
ENSMUSG00000021270	Hsp90aa1	NM_010480	
ENSMUSG00000024359	Hspa9	NM_010481	
ENSMUSG00000040028	Elavl1	NM_010485	
ENSMUSG00000010047	Hyal2	NM_010489	
ENSMUSG00000062995	Ica1	NM_010492	
ENSMUSG00000037405	Icam1	NM_010493	
ENSMUSG00000001029	Icam2	NM_010494	
ENSMUSG00000042745	Id1	NM_010495	
ENSMUSG00000020644	Id2	NM_010496	
ENSMUSG00000025950	Idh1	NM_010497	
ENSMUSG00000035847	Ids	NM_010498	
ENSMUSG00000053560	Ier2	NM_010499	
ENSMUSG00000056708	Ier5	NM_010500	
ENSMUSG00000022967	Ifnar1	NM_010508	
ENSMUSG00000022971	Ifnar2	NM_010509	
ENSMUSG00000020009	Ifngr1	NM_010511	
ENSMUSG00000005533	Igf1r	NM_010513	
ENSMUSG00000048583	Igf2	NM_010514	
ENSMUSG00000023830	Igf2r	NM_010515	
ENSMUSG00000028195	Cyr61	NM_010516	
ENSMUSG00000017493	Igfbp4	NM_010517	
ENSMUSG00000026185	Igfbp5	NM_010518	
ENSMUSG00000070427	Il18bp	NM_010531	
ENSMUSG00000073889	Il11ra1	NM_010549	
ENSMUSG00000021756	Il6st	NM_010560	
ENSMUSG00000032178	Ilf3	NM_010561	
ENSMUSG00000030890	Ilk	NM_010562	
ENSMUSG00000032968	Inha	NM_010564	
ENSMUSG00000032737	Inppl1	NM_010567	
ENSMUSG00000005534	Insr	NM_010568	
ENSMUSG00000028344	Invs	NM_010569	
ENSMUSG00000055980	Irs1	NM_010570	
ENSMUSG00000060969	Irx1	NM_010573	
ENSMUSG00000001504	Irx2	NM_010574	
ENSMUSG00000000555	Itga5	NM_010577	
ENSMUSG00000025809	Itgb1	NM_010578	
ENSMUSG00000027613	Eif6	NM_010579	
ENSMUSG00000055447	Cd47	NM_010581	
ENSMUSG00000030102	Itpr1	NM_010585	
ENSMUSG00000031805	Jak3	NM_010589	
ENSMUSG00000022178	Ajuba	NM_010590	
ENSMUSG00000052684	Jun	NM_010591	
ENSMUSG00000071076	Jund	NM_010592	
ENSMUSG00000001552	Jup	NM_010593	
ENSMUSG00000096146	Kcnj11	NM_010602	
ENSMUSG00000032034	Kcnj5	NM_010605	
ENSMUSG00000049265	Kcnk3	NM_010608	
ENSMUSG00000062960	Kdr	NM_010612	
ENSMUSG00000007670	Khsrp	NM_010613	
ENSMUSG00000012443	Kif11	NM_010615	
ENSMUSG00000021375	Kif13a	NM_010617	
ENSMUSG00000036768	Kif15	NM_010620	
ENSMUSG00000026585	Kifap3	NM_010629	
ENSMUSG00000026667	Uhmk1	NM_010633	
ENSMUSG00000027533	Fabp5	NM_010634	
ENSMUSG00000072294	Klf12	NM_010636	
ENSMUSG00000003032	Klf4	NM_010637	
ENSMUSG00000018362	Kpna2	NM_010655	
ENSMUSG00000030255	Sspn	NM_010656	
ENSMUSG00000074622	Mafb	NM_010658	
ENSMUSG00000023043	Krt18	NM_010664	
ENSMUSG00000019846	Lama4	NM_010681	
ENSMUSG00000026478	Lamc1	NM_010683	
ENSMUSG00000031447	Lamp1	NM_010684	
ENSMUSG00000016534	Lamp2	NM_010685	
ENSMUSG00000028581	Laptm5	NM_010686	
ENSMUSG00000004383	Large	NM_010687	
ENSMUSG00000038366	Lasp1	NM_010688	
ENSMUSG00000040021	Lats1	NM_010690	
ENSMUSG00000025223	Ldb1	NM_010697	
ENSMUSG00000039706	Ldb2	NM_010698	
ENSMUSG00000063229	Ldha	NM_010699	
ENSMUSG00000032193	Ldlr	NM_010700	
ENSMUSG00000027985	Lef1	NM_010703	
ENSMUSG00000001123	Lgals9	NM_010708	
ENSMUSG00000056394	Lig1	NM_010715	
ENSMUSG00000020697	Lig3	NM_010716	
ENSMUSG00000029674	Limk1	NM_010717	
ENSMUSG00000024590	Lmnb1	NM_010721	
ENSMUSG00000062075	Lmnb2	NM_010722	
ENSMUSG00000028266	Lmo4	NM_010723	
ENSMUSG00000026664	Phyh	NM_010726	
ENSMUSG00000024529	Lox	NM_010728	
ENSMUSG00000032334	Loxl1	NM_010729	
ENSMUSG00000024659	Anxa1	NM_010730	
ENSMUSG00000035011	Zbtb7a	NM_010731	
ENSMUSG00000026443	Lrrn2	NM_010732	
ENSMUSG00000036295	Lrrn3	NM_010733	
ENSMUSG00000030339	Ltbr	NM_010736	
ENSMUSG00000027435	Cd93	NM_010740	
ENSMUSG00000032180	Tmed1	NM_010744	
ENSMUSG00000019726	Lyst	NM_010748	
ENSMUSG00000007458	M6pr	NM_010749	
ENSMUSG00000001156	Mxd1	NM_010751	
ENSMUSG00000029554	Mad1l1	NM_010752	
ENSMUSG00000037235	Mxd4	NM_010753	
ENSMUSG00000024563	Smad2	NM_010754	
ENSMUSG00000042622	Maff	NM_010755	
ENSMUSG00000051510	Mafg	NM_010756	
ENSMUSG00000018143	Mafk	NM_010757	
ENSMUSG00000028609	Magoh	NM_010760	
ENSMUSG00000023572	Ccndbp1	NM_010761	
ENSMUSG00000008763	Man1a2	NM_010763	
ENSMUSG00000005142	Man2b1	NM_010764	
ENSMUSG00000029454	Mapkapk5	NM_010765	
ENSMUSG00000037236	Matr3	NM_010771	
ENSMUSG00000030678	Maz	NM_010772	
ENSMUSG00000024513	Mbd2	NM_010773	
ENSMUSG00000030322	Mbd4	NM_010774	
ENSMUSG00000032717	Mdfi	NM_010783	
ENSMUSG00000027239	Mdk	NM_010784	
ENSMUSG00000020184	Mdm2	NM_010786	
ENSMUSG00000002768	Mea1	NM_010787	
ENSMUSG00000031393	Mecp2	NM_010788	
ENSMUSG00000020160	Meis1	NM_010789	
ENSMUSG00000035683	Melk	NM_010790	
ENSMUSG00000001493	Meox1	NM_010791	
ENSMUSG00000006732	Mettl1	NM_010792	
ENSMUSG00000035299	Mid1	NM_010797	
ENSMUSG00000033307	Mif	NM_010798	
ENSMUSG00000024896	Minpp1	NM_010799	
ENSMUSG00000048416	Mlf1	NM_010801	
ENSMUSG00000026743	Mllt10	NM_010804	
ENSMUSG00000068036	Mllt4	NM_010806	
ENSMUSG00000047945	Marcksl1	NM_010807	
ENSMUSG00000039308	Ndst2	NM_010811	
ENSMUSG00000000282	Mnt	NM_010813	
ENSMUSG00000039067	Psmd7	NM_010817	
ENSMUSG00000022661	Cd200	NM_010818	
ENSMUSG00000028402	Mpdz	NM_010820	
ENSMUSG00000046805	Mpeg1	NM_010821	
ENSMUSG00000020287	Mpg	NM_010822	
ENSMUSG00000039910	Cited2	NM_010828	
ENSMUSG00000014850	Msh3	NM_010829	
ENSMUSG00000005370	Msh6	NM_010830	
ENSMUSG00000024042	Sik1	NM_010831	
ENSMUSG00000031358	Msl3	NM_010832	
ENSMUSG00000031207	Msn	NM_010833	
ENSMUSG00000090110	Mtcp1	NM_010839	
ENSMUSG00000022346	Myc	NM_010849	
ENSMUSG00000032508	Myd88	NM_010851	
ENSMUSG00000027201	Myef2	NM_010852	
ENSMUSG00000057003	Myh4	NM_010855	
ENSMUSG00000040752	Myh6	NM_010856	
ENSMUSG00000061086	Myl4	NM_010858	
ENSMUSG00000059741	Myl3	NM_010859	
ENSMUSG00000090841	Myl6	NM_010860	
ENSMUSG00000013936	Myl2	NM_010861	
ENSMUSG00000034593	Myo5a	NM_010864	
ENSMUSG00000024049	Myom1	NM_010867	
ENSMUSG00000039542	Ncam1	NM_010875	
ENSMUSG00000032475	Nck1	NM_010878	
ENSMUSG00000066877	Nck2	NM_010879	
ENSMUSG00000026234	Ncl	NM_010880	
ENSMUSG00000020647	Ncoa1	NM_010881	
ENSMUSG00000033585	Ndn	NM_010882	
ENSMUSG00000014294	Ndufa2	NM_010885	
ENSMUSG00000029632	Ndufa4	NM_010886	
ENSMUSG00000021764	Ndufs4	NM_010887	
ENSMUSG00000021606	Ndufs6	NM_010888	
ENSMUSG00000032216	Nedd4	NM_010890	
ENSMUSG00000026276	Sept2	NM_010891	
ENSMUSG00000026622	Nek2	NM_010892	
ENSMUSG00000007038	Neu1	NM_010893	
ENSMUSG00000020716	Nf1	NM_010897	
ENSMUSG00000009073	Nf2	NM_010898	
ENSMUSG00000031902	Nfatc3	NM_010901	
ENSMUSG00000015839	Nfe2l2	NM_010902	
ENSMUSG00000029832	Nfe2l3	NM_010903	
ENSMUSG00000028565	Nfia	NM_010905	
ENSMUSG00000021025	Nfkbia	NM_010907	
ENSMUSG00000030595	Nfkbib	NM_010908	
ENSMUSG00000042419	Nfkbil1	NM_010909	
ENSMUSG00000027618	Nfs1	NM_010911	
ENSMUSG00000023994	Nfya	NM_010913	
ENSMUSG00000020248	Nfyb	NM_010914	
ENSMUSG00000005397	Nid1	NM_010917	
ENSMUSG00000032525	Nktr	NM_010918	
ENSMUSG00000022706	Mrpl40	NM_010922	
ENSMUSG00000067786	Nnat	NM_010923	
ENSMUSG00000061032	Rrp1	NM_010925	
ENSMUSG00000031819	Emc8	NM_010926	
ENSMUSG00000027878	Notch2	NM_010928	
ENSMUSG00000015468	Notch4	NM_010929	
ENSMUSG00000027852	Nras	NM_010937	
ENSMUSG00000031349	Nsdhl	NM_010941	
ENSMUSG00000029126	Nsg1	NM_010942	
ENSMUSG00000028245	Nsmaf	NM_010945	
ENSMUSG00000022681	Ntan1	NM_010946	
ENSMUSG00000028851	Nudc	NM_010948	
ENSMUSG00000021224	Numb	NM_010949	
ENSMUSG00000063160	Numbl	NM_010950	
ENSMUSG00000040652	Oaz2	NM_010952	
ENSMUSG00000020456	Ogdh	NM_010956	
ENSMUSG00000030271	Ogg1	NM_010957	
ENSMUSG00000036078	Sigmar1	NM_011014	
ENSMUSG00000015837	Sqstm1	NM_011018	
ENSMUSG00000025757	Hspa4l	NM_011020	
ENSMUSG00000029470	P2rx4	NM_011026	
ENSMUSG00000032518	Rpsa	NM_011029	
ENSMUSG00000019916	P4ha1	NM_011030	
ENSMUSG00000018906	P4ha2	NM_011031	
ENSMUSG00000025130	P4hb	NM_011032	
ENSMUSG00000028691	Prdx1	NM_011034	
ENSMUSG00000056851	Pcbp2	NM_011042	
ENSMUSG00000027342	Pcna	NM_011045	
ENSMUSG00000030530	Furin	NM_011046	
ENSMUSG00000030513	Pcsk6	NM_011048	
ENSMUSG00000031065	Cdk16	NM_011049	
ENSMUSG00000021576	Pdcd6	NM_011051	
ENSMUSG00000025047	Pdcd11	NM_011053	
ENSMUSG00000030671	Pde3b	NM_011055	
ENSMUSG00000021699	Pde4d	NM_011056	
ENSMUSG00000000489	Pdgfb	NM_011057	
ENSMUSG00000029231	Pdgfra	NM_011058	
ENSMUSG00000024122	Pdpk1	NM_011062	
ENSMUSG00000013698	Pea15a	NM_011063	
ENSMUSG00000055866	Per2	NM_011066	
ENSMUSG00000006412	Pfdn2	NM_011070	
ENSMUSG00000018293	Pfn1	NM_011072	
ENSMUSG00000028926	Cdk14	NM_011074	
ENSMUSG00000038025	Phf2	NM_011078	
ENSMUSG00000031381	Piga	NM_011081	
ENSMUSG00000030660	Pik3c2a	NM_011083	
ENSMUSG00000025949	Pikfyve	NM_011086	
ENSMUSG00000032294	Pkm	NM_011099	
ENSMUSG00000005034	Prkacb	NM_011100	
ENSMUSG00000050965	Prkca	NM_011101	
ENSMUSG00000021948	Prkcd	NM_011103	
ENSMUSG00000045038	Prkce	NM_011104	
ENSMUSG00000035268	Pkig	NM_011106	
ENSMUSG00000021111	Papola	NM_011112	
ENSMUSG00000003363	Pld3	NM_011116	
ENSMUSG00000025364	Pa2g4	NM_011119	
ENSMUSG00000030867	Plk1	NM_011121	
ENSMUSG00000019055	Plod1	NM_011122	
ENSMUSG00000031425	Plp1	NM_011123	
ENSMUSG00000020486	Sept4	NM_011129	
ENSMUSG00000031536	Polb	NM_011130	
ENSMUSG00000038644	Pold1	NM_011131	
ENSMUSG00000007080	Pole	NM_011132	
ENSMUSG00000020974	Pole2	NM_011133	
ENSMUSG00000031601	Cnot7	NM_011135	
ENSMUSG00000002250	Ppard	NM_011145	
ENSMUSG00000032383	Ppib	NM_011149	
ENSMUSG00000061130	Ppm1b	NM_011151	
ENSMUSG00000003099	Ppp5c	NM_011155	
ENSMUSG00000019849	Prep	NM_011156	
ENSMUSG00000002997	Prkar2b	NM_011158	
ENSMUSG00000022672	Prkdc	NM_011159	
ENSMUSG00000027223	Mapk8ip1	NM_011162	
ENSMUSG00000024079	Eif2ak2	NM_011163	
ENSMUSG00000079037	Prnp	NM_011170	
ENSMUSG00000022912	Pros1	NM_011173	
ENSMUSG00000021190	Lgmn	NM_011175	
ENSMUSG00000017132	Cyth1	NM_011180	
ENSMUSG00000018001	Cyth3	NM_011182	
ENSMUSG00000010609	Psen2	NM_011183	
ENSMUSG00000060073	Psma3	NM_011184	
ENSMUSG00000014769	Psmb1	NM_011185	
ENSMUSG00000022193	Psmb5	NM_011186	
ENSMUSG00000026750	Psmb7	NM_011187	
ENSMUSG00000028932	Psmc2	NM_011188	
ENSMUSG00000022216	Psme1	NM_011189	
ENSMUSG00000079197	Psme2	NM_011190	
ENSMUSG00000078652	Psme3	NM_011192	
ENSMUSG00000027864	Ptgfrn	NM_011197	
ENSMUSG00000026064	Ptp4a1	NM_011200	
ENSMUSG00000027540	Ptpn1	NM_011201	
ENSMUSG00000028771	Ptpn12	NM_011203	
ENSMUSG00000034573	Ptpn13	NM_011204	
ENSMUSG00000028399	Ptprd	NM_011211	
ENSMUSG00000033295	Ptprf	NM_011213	
ENSMUSG00000013236	Ptprs	NM_011218	
ENSMUSG00000032067	Pts	NM_011220	
ENSMUSG00000094483	Purb	NM_011221	
ENSMUSG00000029528	Pxn	NM_011223	
ENSMUSG00000032648	Pygm	NM_011224	
ENSMUSG00000031504	Rab20	NM_011227	
ENSMUSG00000038975	Rabggtb	NM_011231	
ENSMUSG00000022248	Rad1	NM_011232	
ENSMUSG00000027323	Rad51	NM_011234	
ENSMUSG00000018841	Rad51d	NM_011235	
ENSMUSG00000024824	Rad9a	NM_011237	
ENSMUSG00000097909	Rad9a	NM_011237	
ENSMUSG00000005732	Ranbp1	NM_011239	
ENSMUSG00000099164	Ranbp1	NM_011239	
ENSMUSG00000003226	Ranbp2	NM_011240	
ENSMUSG00000032946	Rasgrp2	NM_011242	
ENSMUSG00000017491	Rarb	NM_011243	
ENSMUSG00000030779	Rbbp6	NM_011247	
ENSMUSG00000027641	Rbl1	NM_011249	
ENSMUSG00000031666	Rbl2	NM_011250	
ENSMUSG00000032582	Rbm6	NM_011251	
ENSMUSG00000031134	Rbmx	NM_011252	
ENSMUSG00000046402	Rbp1	NM_011254	
ENSMUSG00000029406	Pitpnm2	NM_011256	
ENSMUSG00000029191	Rfc1	NM_011258	
ENSMUSG00000024826	Dpf2	NM_011262	
ENSMUSG00000029249	Rest	NM_011263	
ENSMUSG00000019841	Rev3l	NM_011264	
ENSMUSG00000026469	Xpr1	NM_011273	
ENSMUSG00000030421	Uri1	NM_011274	
ENSMUSG00000020630	Rnaseh1	NM_011275	
ENSMUSG00000056537	Rlim	NM_011276	
ENSMUSG00000026484	Rnf2	NM_011277	
ENSMUSG00000029110	Rnf4	NM_011278	
ENSMUSG00000051234	Rnf7	NM_011279	
ENSMUSG00000028884	Rpa2	NM_011284	
ENSMUSG00000031174	Rpgr	NM_011285	
ENSMUSG00000037805	Rpl10a	NM_011287	
ENSMUSG00000037772	Mrpl23	NM_011288	
ENSMUSG00000063316	Rpl27	NM_011289	
ENSMUSG00000029614	Rpl6	NM_011290	
ENSMUSG00000043716	Rpl7	NM_011291	
ENSMUSG00000047215	Rpl9	NM_011292	
ENSMUSG00000039771	Polr2j	NM_011293	
ENSMUSG00000022205	Sub1	NM_011294	
ENSMUSG00000061983	Rps12	NM_011295	
ENSMUSG00000008668	Rps18	NM_011296	
ENSMUSG00000023809	Rps6ka2	NM_011299	
ENSMUSG00000061477	Rps7	NM_011300	
ENSMUSG00000066026	Dhrs3	NM_011303	
ENSMUSG00000003868	Ruvbl2	NM_011304	
ENSMUSG00000015846	Rxra	NM_011305	
ENSMUSG00000039656	Rxrb	NM_011306	
ENSMUSG00000025878	Uimc1	NM_011307	
ENSMUSG00000018501	Ncor1	NM_011308	
ENSMUSG00000044080	S100a1	NM_011309	
ENSMUSG00000001025	S100a6	NM_011313	
ENSMUSG00000028790	Khdrbs1	NM_011317	
ENSMUSG00000068739	Sars	NM_011319	
ENSMUSG00000028603	Scp2	NM_011327	
ENSMUSG00000000605	Clcn4-2	NM_011334	
ENSMUSG00000000753	Serpinf1	NM_011340	
ENSMUSG00000029076	Sdf4	NM_011341	
ENSMUSG00000027879	Sec22b	NM_011342	
ENSMUSG00000078974	Sec61g	NM_011343	
ENSMUSG00000020964	Sel1l	NM_011344	
ENSMUSG00000034684	Sema3f	NM_011349	
ENSMUSG00000021643	Serf1	NM_011353	
ENSMUSG00000074884	Serf2	NM_011354	
ENSMUSG00000034120	Srsf2	NM_011358	
ENSMUSG00000004631	Sgce	NM_011360	
ENSMUSG00000030733	Sh2b1	NM_011363	
ENSMUSG00000020640	Itsn2	NM_011365	
ENSMUSG00000022091	Sorbs3	NM_011366	
ENSMUSG00000042626	Shc1	NM_011368	
ENSMUSG00000022322	Shcbp1	NM_011369	
ENSMUSG00000030447	Cyfip1	NM_011370	
ENSMUSG00000052544	St6galnac3	NM_011372	
ENSMUSG00000079442	St6galnac4	NM_011373	
ENSMUSG00000040841	Six5	NM_011383	
ENSMUSG00000029050	Ski	NM_011385	
ENSMUSG00000027660	Skil	NM_011386	
ENSMUSG00000017756	Slc12a7	NM_011390	
ENSMUSG00000037656	Slc20a2	NM_011394	
ENSMUSG00000018900	Slc22a5	NM_011396	
ENSMUSG00000022404	Slc25a17	NM_011399	
ENSMUSG00000028645	Slc2a1	NM_011400	
ENSMUSG00000003153	Slc2a3	NM_011401	
ENSMUSG00000006574	Slc4a1	NM_011403	
ENSMUSG00000040010	Slc7a5	NM_011404	
ENSMUSG00000054640	Slc8a1	NM_011406	
ENSMUSG00000056427	Slit3	NM_011412	
ENSMUSG00000022676	Snai2	NM_011415	
ENSMUSG00000024921	Smarca2	NM_011416	
ENSMUSG00000032187	Smarca4	NM_011417	
ENSMUSG00000000902	Smarcb1	NM_011418	
ENSMUSG00000056673	Kdm5d	NM_011419	
ENSMUSG00000021645	Smn1	NM_011420	
ENSMUSG00000037049	Smpd1	NM_011421	
ENSMUSG00000029478	Ncor2	NM_011424	
ENSMUSG00000042821	Snai1	NM_011427	
ENSMUSG00000020929	Eftud2	NM_011431	
ENSMUSG00000024217	Snrpc	NM_011432	
ENSMUSG00000022982	Sod1	NM_011434	
ENSMUSG00000049313	Sorl1	NM_011436	
ENSMUSG00000051817	Sox12	NM_011438	
ENSMUSG00000070643	Sox13	NM_011439	
ENSMUSG00000063060	Sox7	NM_011446	
ENSMUSG00000000567	Sox9	NM_011448	
ENSMUSG00000001948	Spa17	NM_011449	
ENSMUSG00000042842	Serpinb6b	NM_011454	
ENSMUSG00000021395	Spin1	NM_011462	
ENSMUSG00000033735	Spr	NM_011467	
ENSMUSG00000021036	Sptlc2	NM_011479	
ENSMUSG00000020538	Srebf1	NM_011480	
ENSMUSG00000063480	Nhp2l1	NM_011482	
ENSMUSG00000026718	Stam	NM_011484	
ENSMUSG00000020303	Stc2	NM_011491	
ENSMUSG00000003068	Stk11	NM_011492	
ENSMUSG00000026201	Stk16	NM_011494	
ENSMUSG00000025758	Plk4	NM_011495	
ENSMUSG00000020897	Aurkb	NM_011496	
ENSMUSG00000027496	Aurka	NM_011497	
ENSMUSG00000030103	Bhlhe40	NM_011498	
ENSMUSG00000030224	Strap	NM_011499	
ENSMUSG00000024077	Strn	NM_011500	
ENSMUSG00000041488	Stx3	NM_011502	
ENSMUSG00000004626	Stxbp2	NM_011503	
ENSMUSG00000027882	Stxbp3a	NM_011504	
ENSMUSG00000020546	Stxbp4	NM_011505	
ENSMUSG00000022110	Sucla2	NM_011506	
ENSMUSG00000061838	Suclg2	NM_011507	
ENSMUSG00000035530	Eif1	NM_011508	
ENSMUSG00000030249	Abcc9	NM_011511	
ENSMUSG00000014867	Surf4	NM_011512	
ENSMUSG00000015776	Med22	NM_011513	
ENSMUSG00000039231	Suv39h1	NM_011514	
ENSMUSG00000020059	Sycp3	NM_011517	
ENSMUSG00000021457	Syk	NM_011518	
ENSMUSG00000020592	Sdc1	NM_011519	
ENSMUSG00000025743	Sdc3	NM_011520	
ENSMUSG00000017009	Sdc4	NM_011521	
ENSMUSG00000032085	Tagln	NM_011526	
ENSMUSG00000028717	Tal1	NM_011527	
ENSMUSG00000025503	Taldo1	NM_011528	
ENSMUSG00000018263	Tbx5	NM_011537	
ENSMUSG00000007877	Tcap	NM_011540	
ENSMUSG00000001604	Tcea3	NM_011542	
ENSMUSG00000036309	Skp1a	NM_011543	
ENSMUSG00000032228	Tcf12	NM_011544	
ENSMUSG00000045680	Tcf21	NM_011545	
ENSMUSG00000024238	Zeb1	NM_011546	
ENSMUSG00000020167	Tcf3	NM_011548	
ENSMUSG00000017801	Mlx	NM_011550	
ENSMUSG00000020923	Ubtf	NM_011551	
ENSMUSG00000024613	Tcof1	NM_011552	
ENSMUSG00000005161	Prdx2	NM_011563	
ENSMUSG00000030796	Tead2	NM_011565	
ENSMUSG00000002249	Tead3	NM_011566	
ENSMUSG00000025134	Alyref	NM_011568	
ENSMUSG00000028458	Tesk1	NM_011571	
ENSMUSG00000041438	Cirh1a	NM_011574	
ENSMUSG00000027082	Tfpi	NM_011576	
ENSMUSG00000002603	Tgfb1	NM_011577	
ENSMUSG00000029287	Tgfbr3	NM_011578	
ENSMUSG00000040152	Thbs1	NM_011580	
ENSMUSG00000023885	Thbs2	NM_011581	
ENSMUSG00000021702	Thbs4	NM_011582	
ENSMUSG00000021775	Nr1d2	NM_011584	
ENSMUSG00000071337	Tia1	NM_011585	
ENSMUSG00000000631	Myo18a	NM_011586	
ENSMUSG00000033191	Tie1	NM_011587	
ENSMUSG00000005566	Trim28	NM_011588	
ENSMUSG00000062580	Timm17a	NM_011590	
ENSMUSG00000031158	Timm17b	NM_011591	
ENSMUSG00000002949	Timm44	NM_011592	
ENSMUSG00000001131	Timp1	NM_011593	
ENSMUSG00000017466	Timp2	NM_011594	
ENSMUSG00000020044	Timp3	NM_011595	
ENSMUSG00000038023	Atp6v0a2	NM_011596	
ENSMUSG00000024812	Tjp2	NM_011597	
ENSMUSG00000008305	Tle1	NM_011599	
ENSMUSG00000024642	Tle4	NM_011600	
ENSMUSG00000028465	Tln1	NM_011602	
ENSMUSG00000071359	Tbpl1	NM_011603	
ENSMUSG00000019961	Tmpo	NM_011605	
ENSMUSG00000028364	Tnc	NM_011607	
